"","Country_Standard","OZONERAW","PM10RAW","INDOORRAW","NLOADRAW","OVRSUBRAW","HARVESTRAW","AGSUBRAW","MORTALITYRAW","ENEFFRAW","CO2GDPRAW","RENPCRAW","OVRFSHRAW","WATSUPRAW","ACSATRAW","PWIRAW","PACOVRAW","WATAVL","NOXKM","SO2KM","VOCKM","COALKM","CARSKM","FOREST","TFR","EFPC","U5MORT","DISCAS","DISEXP","GASPR","ENEFF","ISO14","CO2GDP","CO2PC","WIND","DRY","WET","HOT","COLD","SST","VOLCANO","EARTHQK","TSUNAMI","SLIDES","LAND","DISP","ISOL","RELIEF","BORD","IMBAL","OPEN","MIG","ENDEM","INTRO","ENDANG","EXTINCT","FRAG","FARM","FERTL","BIOTECH","PRDOF","SULPH","MINING","VEH","POPDN","TOUR","CSTPOP","AGRMT","CLMCHG","FERTCON","LIFEEXP","SECENR","CULTOT","PRODHA","MTCATCH","CATCHSC","LANDAREA","WATICEAREA","TOTALAREA","INDOOR","ECORISK","PRTBRD","PRTMAM","PRTAMPH","ANTH10","ANTH40","ACEXC","GR2050","WATSTR","FORCERT","UND_NO","WATSUP","PRAREA","RENPC","PECR","ENROL","LOW","VEG","VEGLO","DEG","RESRV","WATER","POPGRTH","CROPLAND","FORESTAR","POPCOAST","CHLDIMM","URBANPCT","INVEST","MODPCT","CULPCT","CEREAL","STARCH","SUGARS","OILNUTS","PULSES","FRUIT","MEATS","DAIRY","FPPCT","FSPCT"
"49","Algeria",46.76,75.59,4,660000,24.47,8.13,0,0.84,6796.68,499.89,0.04,5,87,92,14.38,0.39,0.76,0.86,0.12,0.86,0.05,8.5,1.3,2.5,1.67,49,0.5,0.2,0.36,6.77,0.02,499.89,2.96,455.217561279592,-39.2,9.6,151.529115623314,33.6730679086115,9.756,0,0,0,0,2381740,3.31690276856416,0,3043,9,0.108600873012302,4.31617221023286,0.0235122221569105,107.904305255821,0.00503833331933796,0.0142752777381242,0.00041986110994483,0.0436655554342623,0.361943696625156,27.0054665916515,0,69485.1874652139,0.12183949549489,19.7384659198737,0.330336224776844,13.2134489910738,0.320913841701165,139.062607578677,76,0.81061,128.9,70.58,80,11688,2,3.79,58,2302498.08,2934.24,2305432.32,4,5.78,3.13,14.13,10,84.25,0.58,0,37,67.94,0,6,87,5.1,0.05,100,14.98,8.27067669172932,12,-1.22,20.9351305812974,2.5,32.3741,1.73795422998657,3.4315,0.9,69,74,59.56,25.9,11.4,4.9,52,91,0,54,93,97,90,33,64,89
"50","Ecuador",28.1,27.85,28,19.4,19.24,0.5,0,1.28,8247.2,328,18.82,6,86,72,31.21,0.81,29.52,0.65,0.35,0.84,0,3.74,-1.2,3,1.77,29,2.92,1.76,0.9,7.55,0.04,328,2.05,145.266333712181,-65.6,4.8,2.29387752307837,345.598277326903,5.174,1296.77792226557,1,0,7.22438953908395,276840,23.8657708423638,0,6267,2,-0.293850842615542,20.9037711313394,0.140875596012137,15691.3740788903,0.0505707267735876,1.17757549487068,0.0144487790781679,0.156035977459905,1039.75973443144,520.329432162982,0,25001.8773267329,0.458893223522612,110.825665385782,1.82719260222511,45.6798150556278,1.96864614940038,27.6362881086548,87,0.47941,1064.8,70.37,59,3555,3.7,7.03,75,256270.64,128.8,256399.44,28,36.1,4.47,11.26,36.47,32.87,2.19,0,54,9.83,0.2,4,86,26,20.25,100,25.332323943662,25,66.4,-1.63,6.33802816901408,42.6,3.84389,2.04244675657108,10.84,38.1,60,75,64.3,14.4,28.6,12.8,84,100,100,96,100,100,99,99,97,100
"51","Egypt",44.97,152.29,8,552.28,25.46,125.75,0,1.64,8732.11,498.7,5.67,6,98,68,5.49,0.46,2.18,2.18,4.09,7.94,0.27,22.07,3.3,3.19,1.16,39,0.48,0.554934210526316,0.31,8.8,0.77,498.7,2.1,256.309228623535,-6.6,1.8,90.9774064553066,11.8583884853083,10.536,0,0,0,0,995450,8.60213973579788,0,2762,7,0.238024542777765,18.3796273042343,0.0632879602189964,77.3519513787734,0.0170777035511578,0.028127982319554,0,0.0642925310161234,3.32168421316992,1137.07368526797,0,42088.391480992,0.545903862574715,51.614436084183,1.58200813702346,68.7829624792807,4.26420211964438,61.6438962360122,111,0.51521,3565.6,66.54,85,3334,8.9,2.28,43,968071.46,3152.05,971223.51,8,5.06,4.58,13.27,0,86.37,1.85,0,74,88.68,0,3,98,5.7,6.21,94,39,29.6296296296296,0,0,8.52557673019057,0.8,3061.11,1.72127759138135,3.3151,0.1,53,92,45.04,21.75,14.5,3.3,66,100,96,55,100,100,84,90,86,67
"52","Eritrea",36.94,79.95,97,4475.29,0,6.69,0,8.03,2141.67,271.33,0,4.32624113475177,57,9,4.21,0.52,1.63,2.31398692810458,2.02892617449664,3.68503225806452,0,42.1457055214724,-0.3,5.74,0.81,89,0,0.76,0.59,2.37,0,271.33,4.67011173184358,343.242240578675,-23.8,4.8,77.6058665786044,52.5772330687518,8.428,0,0,0.297734705555556,0,101000,16.0990099009901,0,3093,5,0.408633768120653,5.77227722772277,0.524752475247525,29.7029702970297,0.0198019801980198,0.277227722772277,0,0.0397029702970297,0.0421714851485149,42.8019801980198,0,616860.446235162,0.0963366336633663,2.48981343168317,0.0762376237623762,38.1188118811881,1.03960396039604,28.0173267326733,20,1.41884610516129,1576.68641891892,66.2676774193548,28,835,0.8,3.22445859872611,40.343949044586,121862.9,517.72,122380.62,97,57.31,2.19,10.71,0,14.17,0.05,0,137,0,0,61,57,4.1,0,59,1.65,44.4444444444444,30.4293333333333,0,63.8297872340426,4.3,77.7750165173611,3.92501522631048,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,88.5,8.3,25,100,0,100,90,100,100,83,75,100
"53","Spain",49.02,40.36,0,400.09,37.06,2.58,4.67,0.27,6228.88,109.51,9.43,6,100,100,16.69,0.97,2.27,3.36,3.57,5.93,1.54,53.31,0.6,1.26,4.9,6,0.21,0.42,1.36,6.33,5.54,109.51,7.52,341.749259915154,-49.4,45.4,146.624198097372,41.5318329754967,8.436,0,0,0,2.00224251161301,499440,18.3921992631748,0,3718,7,0.0298805566799369,285.275508569598,0.142159218324523,1932.16402370655,0.0840941854877463,0.200224251161301,0.00600672753483902,1.32908857920871,4438.55764055742,4719.62998558385,181,25539.947750303,3.09146243793048,0.000502562870414865,29.835175396444,79.3488707352235,92.3521010198089,53.8778832292167,207,1.909,1437.2,77.91,117,22137,2.4,1.7,34,505283.96,97.04,505380.99,0,84.31,2.52,29.27,11.43,2.78,11.27,3.65,-3,87.82,2.2,1,80.2409375,9.2,5.92,91.0238414634146,59.36,50,15.1,0,37.9721669980119,8.4,31.771,0.103318598690376,38.203,28.8,68,88,77.38,20.58,51.8,44.3,99,58,99,79,100,100,100,83,90,58
"54","Estonia",39.94,20,8,41.32,2.51,3.21,-0.42,0.49,12834.94,840.85,0.17,4,81.4008771929824,67.1454545454545,5.79,0.33,12.88,1.01,3.35,0.6,0.33,13.2,0.6,1.41,5.37,12,0,0.554934210526316,0.95,9.88,4.45,840.85,12.63,343.242240578675,-44.2,20.2,77.6058665786044,52.5772330687518,19.192,0,0,0,0,42270,84.9065531109534,0,318,4,-0.103658114240685,97.9891175774781,1.18287201324817,0,0.42583392476934,0.260231842914597,0,1.19318665720369,825.409280340667,784.17317246274,0,227657.222376318,3.93683463449255,0,9.1481428909392,33.0257866098888,20.9664064348238,28.3691506978945,64,1.346,237.59,69.79,96,1479,2.7,1.14,23,43178.85,869.38,44048.24,8,100,1.41,7.69,0,4.18,3.97,0,-23,2.74,51.63,4,80.2409375,19.6,0.09,95,57.55,92.8571428571429,29.4,1,4.44444444444444,11.1,1.25984,-0.569693692711903,26.851,48.7,86,85,68.86,27.89,62.4,35,76,94,9,24,73,26,76,100,60,100
"55","Ethiopia",27.94,87.97,97,335.29,18.16,36.87,0,21.18,1587.72,204.44,26.84,4.32624113475177,22,6,13.37,0.86,2.51,0.17,0.01,0.4,0,0.11,-0.8,5.9,0.67,171,286.74,0.11,0.85,1.28,0,204.44,0.09,190.034941034055,-60.6,12.6,5.5658918901137,13.8034975422353,8.23519272108843,11,0,0.297734705555556,1,1e+06,5.328,0,4745,5,0.07288927129776,1.683,0.06,1089,0.007,0.077,0,0.028652,2.62152,168,0,616860.446235162,0.14543,0.0357761624,0.062565,62.565,0.102666666666667,0,51,0.0078197,133.79,42.94,20,12640,1.4,1.15,23,1123716.57,3675.72,1127392.29,97,44.92,2.56,13.73,14.29,18.49,0.07,0,139,26.29,0,42,22,16.4,30.47,74,1.58,6.81818181818182,17.3,-0.45,27.9737489745693,5,77.7750165173611,2.76745557512173,10.6,4.6,1,52,17.16,18.6,79.6,12.6,100,100,100,96,100,100,100,99,99,95
"56","Finland",41.35,20.6,0,17.25,0.42,2.77,0.5,0.22,8349.25,88.87,16.34,4,100,100,21.73,0.59,18.01,1.56,0.5,1.07,1.07,16.23,-0.109028571428571,1.75,7,5,0,0,1.84,8.56,7.78,88.87,13.05,225.898470330231,-26.2,17.2,286.665212133662,431.786634881777,17.516,0,0,0,0,304590,110.794838963853,0,1328,4,0.050694881491861,124.679076791753,0.160871991857907,0,0.0755113431169769,0.0623789356183722,0,0.255753636035326,480.320113989297,1027.48941199645,19,335531.877939702,1.08719918579074,0,6.4404740799107,16.9933353031945,8.53387613950994,12.3711481007256,186,2.6234,1453.4,77.06,128,2139,3.3,5.92,70,317001.35,1901.61,318902.97,0,1.16,1.21,6.67,0,40.46,2.56,1.19,-8,2.14,100,1,100,8.9,16.95,99,45.5,0,82.3,-0.08,10.4166666666667,5.5,2.28037,0.160561634806558,7.1243,72,73,98,66.72,16.85,76.6,7,100,84,93,46,63,20,100,100,76,53
"57","Fiji",31.84,33.57,44.31875,1.39,0,7.94425925925926,0,1.43,5702.76,92.31,23.21,3,81.4008771929824,98,16.0172375690608,0.03,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,5.49,-0.2,3.26,2.54724137931034,21,39.3760810810811,1.06,0.996625766871166,4.01,0.22,92.31,0.89,286.535409825273,-67.2,134.2,12.3969685001365,2.7184585072052,3.432,0,1,0,54.7345374931582,18270,253.804050355774,2600,1324,6,0.269596098087991,67.9802955665025,0.383141762452107,43678.1609195402,2.51778872468528,4.98084291187739,0.109469074986316,0.188286808976464,663.492422550629,1029.55665024631,0,571870.708631483,0.169111208406305,4.20136432402846,1.64630355774494,45.5172413793103,19.6132092683817,44.4501960591133,63,0.31808,960,72.71,80,380,29.4,0.27,5,18351.66,226.28,18577.94,45.1656050955414,0,17.57,125,50,2.12,0,0,18,25.2959731543624,0,16.9328859060403,80.2409375,1.4,32.32,100,25.332323943662,66.6666666666667,49.9,-0.43,0,1.1,77.7750165173611,1.42175198860292,15.599,44.6,100,75,48.62,13.37,73,20.8,11,91,100,96,52,80,62,68,70,98
"58","France",45.75,16.75,0,72.75,8.39,1.18,8.68,0.25,6685.3,55.81,5.72,5,100,100,6.4,0.7,4.11,3.26,1.54,4.64,0.99,73.41,0.4,1.89,5.74,6,0.09,0.24,1.72,6.51,1.46,55.81,6.91,519.036435739982,-39.4,47.6,167.128180491872,69.9437736006505,10.78,0,0,0,3.63570259952736,550100,18.576622432285,0,4809,10,-0.120107084903288,581.314306489729,0.13815669878204,250.863479367388,0.114524631885112,0.178149427376841,0.00363570259952736,1.62425013633885,2801.06319320124,9272.16142519542,539,74974.5845676862,2.66942374113798,0.000579894564624614,46.9332121432467,107.398654790038,132.449857601648,42.5298672968551,266,1.8119,2770.8,78.31,109,21637,4.8,3.34,53,547106.71,508.13,547614.84,0,93.24,1.86,19.35,8.33,4.37,10.99,18.84,7,19.47,22.55,1,80.2409375,11.3,5.95,97,53.58,50.3676470588235,16.5,1.1,9.20810313075506,13.5,22.5944,0.373398202933503,35.479,27.9,40,83,75.42,17.06,55.1,39.3,100,91,100,100,100,81,100,100,96,41
"59","Gabon",12.29,20.89,34,8.88,0,0.15,0,10.12,4561.08,177.35,25.36,3,87,36,4.49,1,192.75,0.11,0.11,0.96,0,0.7,-0.109028571428571,4.3,1.87,91,0,0.554934210526316,1.13,4.18,0,177.35,2.78,283.929348130849,-17.2,5.4,5.18784251326769,7.98686146952102,5.664,0,0,0,0,257670,17.7358637016339,0,1575,3,0.0673121561676558,8.40221989366244,0.135832654170062,42.6902627391625,0.01552373190515,0.368688632747312,0,0.0297667559281251,86.0123413668646,1.92106182326231,0,886008.611085322,0.219466759809058,61.1875657080762,0.104676524236426,4.75802382892847,0.679163270850312,3.81341258048539,68,1.5364,6.15,52.52,51,986,4.4,4.4,62,265145.62,257.58,265403.2,34,0,1.07,7.37,2.41,80.78,0.07,0,84,0,0,7,87,3.4,23.27,92,7.97,33.3333333333333,90.4,-0.5,6.74157303370787,2.7,0.0365854,1.05417250065374,1.9211,84.7,63,41,80.3,32.29,30.9,3.8,21,99,100,86,65,98,53,5,66,70
"60","United Kingdom of Great Britain and Northern Ireland",44.93,18.96,0,45.14,8.4,2.26,3.23,0.29,5667.55,118.39,1.21,4,100,100,25.98,0.69,3.21,6.39,4.04,4.81,6.24,112.89,0.6,1.71,4.72,7,0.01,0.77,1.93,5.86,1.88,118.39,9.47,436.862158432819,-29.2,38.8,65.1416163325835,87.3334413644414,8.3,0,0,0.0507177,0,241600,83.1001655629139,30,1347,8,-0.0841939888635393,1539.08526490066,0.256622516556291,70.364238410596,0.19453642384106,0.161423841059603,0.00413907284768212,1.53807947019868,1786.20161387381,9121.58526490066,212,164023.745762843,12.2262417218543,670.420297185431,87.6605960264901,243.501655629139,71.5894039735099,240.092632450331,238,2.4955,3299.4,77.17,179,8926,5.8,3.66,57,247168.89,720.5,247889.39,0,18.72,0.87,24,0,0.13,21.71,45.75,10,20.87,43.29,1,80.2409375,10.5,1.24,91.0238414634146,59.53,57.1428571428572,6,0.54,19.2622950819672,20.4,6.44138,0.234266157664982,26.109,10.7,99,95,89.44,15.57,51,36.9,100,93,95,47,68,6,83,91,73,43
"61","Georgia",45.21,97.9,71,61.73,7.03,0,0,0.72,11489.6,471.12,52.71,3,76,83,3.91,0.24,8.1,0.31,3.62,0.67,0,4.53,0,1.42,0.85,29,0.9,0.13,0.79,15.37,0,471.12,1.17,343.242240578675,-25.6,9.6,77.6058665786044,52.5772330687518,16.936,0,0,0,0,69700,26.3558106169297,0,5048,5,0.038958812925871,17.1018651362984,0.717360114777618,5480.631276901,0.0573888091822095,0.588235294117647,0,0.290028694404591,0.522794835007174,504.705882352941,0,737141.983824929,0.0824964131994261,0,5.62407460545194,71.1908177905308,657.701573397486,51.2036170212766,45,0.30732,467.35,72.71,80,1455,2.6,0.08,2,69236.14,15.78,69251.92,71,100,4.59693333333333,12.15,8.33,0.46,2.21,0,-32,50.72,0,26,76,4.3,29.01,92,34.53,30,57.3,0,10.1449275362319,2.8,5.97246,-0.602704870448237,15.352,42.9,39,92,60.22,7.02,67.4,20.9,54,99,3,51,98,100,100,92,75,53
"62","Ghana",18.79,33.29,95,61.55,0,7.1,0,10.82,2762.11,201.67,36.72,6,79,58,7.7,0.7,3.03,0.29,0.17,2.21,0,0.91,-1.7,4.45,1.23,97,0.6,0.21,0.46,3.08,0.02,201.67,0.3,257.926681755113,-34.2,11.2,5.72994381855687,15.6199910120068,4.872,0,0,0,0,227540,12.5340599455041,0,860,3,0.0786681275465659,11.6067504614573,0.197767425507603,215.34675221939,0.0131844950338402,0.606486771556649,0,0.166124637426387,0.18857027335853,79.9859365386306,0,26039.7894909267,0.142260701415136,4.56548955939158,0.444141689373297,88.8283378746594,1.5843368198998,113.325857519789,79,0.057993,74.95,60.02,39,5443,2.9,2.54,45,231729.96,1704.04,233434.01,95,99.3,1.51,6.31,14.08,0.98,0.93,0,85,0,0,12,79,15.4,47.2,84,3.3,78.125,8.6,-1.26,9.2436974789916,4.6,0.990099,1.84530623194134,23.293,27.8,42,59,37.9,20.65,70.1,23.9,87,100,47,100,97,100,86,52,84,97
"63","Guinea",23.07,68.74,99,52.11,0,1.52,0,17.56,1356.45,77.93,19.87,4,51,13,12.39,0.96,19.29,0.08,0.07,0.71,0,0.15,-0.5,6.01,1.22,165,0.1,0.19,1.08,1.37,0,77.93,0.16,222.553133897576,-6.6,9.4,9.01408381873825,34.2776306338373,6.752,0,0,0,0,245720,15.1351131369038,0,1752,6,0.124899288040718,3.39410711378805,0.203483639915351,370.340224645938,0.012209018394921,0.19127462152043,0,0.124125020348364,22.3453804330132,18.1303923164578,0,291756.965522888,7.24428939092952,58.4815128321734,0.0604753377828423,30.2376688914211,0.112594280753161,94.9646875,68,0.048343,28.85,46.55,24,2559,1.2,6.02,70,245860.06,0,245860.06,99,100,2.44,6.32,6.94,0.11,0.11,0,231,0,0,28,51,4.3,21.41,67,25.332323943662,28.5714285714286,5,-1.14,3.92156862745098,0.7,0.327434,0.8,6.0435,28.2,41,53,32.08,18.23,58.1,10.4,68,100,81,99,95,100,89,68,87,96
"64","Gambia",28.26,92.93,98,42.58,0,12.51,0,14.58,1549.95,153.29,0,5,82,53,0.43,0.11,7.98,2.31398692810458,0.11,3.68503225806452,0,0.88,1,5.61,1.01,126,2.09,0.554934210526316,0.75,1.65,0,153.29,0.21,130.398255916057,-6.4,6,6.10877724468814,4.53469823904677,7.226,0,0,0,0,10000,124.3,0,53,1,-0.135427685542937,28.2,4.5,100,0,1,0,0.27,147.1716,100,0,133046.657760768,0.214,0,1.044,130.5,9.35,118.494,54,1.41884610516129,1576.68641891892,66.2676774193548,34,221,0.8,4.81,64,10837.79,62.66,10900.45,98,100,0.71,2.56,0,0,4.15,0,169,0.67,0,27,82,3.2,0,88,25.332323943662,100,61.9,-0.56,0,2,1,3.22436004341962,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,61.1,22.1,49,80,0,100,29,86,91,34,59,100
"65","Guinea-Bissau",24.59,86.14,95,9.21,0,1.44,0,27.94,4960.16,286.28,0,2,59,34,19.3,0.44,21.84,0.13,0.19,0.83,0,42.1457055214724,-0.9,7.1,1.05,211,0,0.554934210526316,0.996625766871166,4.84,0,286.28,0.19,343.242240578675,-17,6.6,77.6058665786044,52.5772330687518,7.696,0,0,0,0,28120,83.1436699857752,0,300,2,0.124306659618833,3.80512091038407,1.67140825035562,533.428165007112,0,0.320056899004267,0,0.15647226173542,1265.90362731152,12.4466571834993,0,2870074.41066331,0.147937411095306,0,0.258819345661451,43.1365576102418,657.701573397486,40.8071834992888,37,1.41884610516129,1576.68641891892,66.2676774193548,18,361,1.3,1.02,20,34105.82,357.71,34463.54,95,100,0,2.78,0,4.59,0.22,0,207,0,0,16.9328859060403,59,11.4151396648045,0,78,25.332323943662,100,33.7,-0.45,0,0,0.125,2.34165425463653,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,84.4,12.8,64,100,70,100,91,100,97,83,88,100
"66","Equatorial Guinea",12.57,58.1812138728324,83,6.67,0,0.5,0,23.5,382.04,77.9,0.04,4.32624113475177,44,53,32.32,1,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,0,42.1457055214724,-0.6,5.89,2.54724137931034,152,39.3760810810811,0.01,0.996625766871166,0.24,0,77.9,0.45,197.208,-46.4463276836158,32.5446327683616,82.4308571428571,0,5.506,0,0,0,0,28050,40.7130124777184,0,3008,2,0.199832943515391,24.7415329768271,1.24777183600713,2709.44741532977,0,1.71122994652406,0,0.102673796791444,19.8649554367201,0,0,616860.446235162,0.0919786096256685,77.1479500891266,0.0645989304812834,16.1497326203209,657.701573397486,11.676256684492,37,1.41884610516129,1576.68641891892,66.2676774193548,30,243,4.80584795321637,1.93,39,27104.52,0,27104.52,83,0,1.83,8.7,7.14,0.19,0.01,0,132,25.2959731543624,0,16.9328859060403,44,16.8,0.04,100,2.71,40,38.4,-0.53,0,0,0.0333333,2.49802831632976,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,41.6,8.7,60.7167630057803,87.5838150289017,67.4219653179191,69.7514450867052,86.635838150289,83.5086705202312,85.1734104046243,71.3236994219653,76.4682080924856,71.9239766081871
"67","Greece",45.44,47.39,0,114.12,4.45,1.03,1.35,0.31,6214.59,175.77,4.25,5,100,100,3.73,0.12,4.47,2.52,3.79,2.4,3.06,35.64,0.9,1.34,4.78,5,0.11,0.2,1.28,6.57,0.45,175.77,9.67,332.147201702301,-58,35.6,92.0573489678729,42.9836306620669,12.352,186.190845616757,1,0.264079,0,128900,127.036462373933,0,2917,7,0.125195123013201,198.611326609775,0.449961210240497,5857.25368502715,0.178432893716059,0.457719162141195,0,0.907680372381691,775.764459813809,4039.52676493406,19,143099.419859231,5.66131498470948,0,18.3572769588829,82.3196276183088,88.189294026377,81.6610705973623,147,2.4145,1792.4,77.79,97,4543,2.7,1.19,24,131890.98,2763.02,134654,0,100,2.79,13.68,20,0.71,11.21,2.77,-12,56.85,0,1,80.2409375,3.2,2.68,97,62.67,39.3617021276596,17,2.29,47.7272727272727,3.6,13.0185,0.21042251743546,30.574,27.9,99,85,59.92,20.04,60.6,35.2,93,86,98,91,100,100,67,68,88,47
"68","Grenada",34.56,25.04,44.31875,16731.0132727273,13.5706060606061,7.94425925925926,0,6.56508379888268,4247.8,153.79,0,2,95,97,15.07,0.38,27.1595973154362,2.31398692810458,2.02892617449664,3.08,0,61.51,0.9,2.08,2.54724137931034,25,39.3760810810811,0.554934210526316,0.89,3.78,0,153.79,2.63,175.009013835086,-151.2,10.4,0,2.76471120927664,4.164,0,0,0,0,340,355.882352941176,140,840,3,0.27578843201872,1877.38031268493,61.7647058823529,5518.2432458196,5.88235294117647,26.4705882352941,0,3.05882352941176,1638.41647058824,3637.70225810391,0,3007429.43479963,0.676470588235294,0,17.8193832454895,262.432352941176,657.701573397486,139.292120238554,39,1.41884610516129,1576.68641891892,66.2676774193548,149,11,2.4,2.03,40,325.16,0,325.16,45.1656050955414,0,4.59693333333333,14.9130322580645,33.33,2.03,11.34,0,-3,25.2959731543624,0,16.9328859060403,95,1.9,0,84,25.332323943662,50,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,17.6,32.4,1,84,57,86,75,100,25,5,54,43
"69","Guatemala",64.42,58.92,73,10.22,0,1.62,0,3.39,3448.95,151.66,17.44,4,95,61,47.9,0.68,15,0.44,0.75,1.07,0.05,6.75,-1.7,4.38,1.3,49,5.71,2.04,0.79,3.29,0.04,151.66,0.87,321.458313959974,-281.2,49.2,7.21901639413926,29.8151522950012,4.508,1807.61781794706,1,0,9.22253988748501,108430,19.6624550401181,0,4211,4,-0.0475017128024111,38.6701097482247,0.332011435949461,11371.391681269,0.119893018537305,0.977589228073411,0.00922253988748501,0.130203818131513,784.889606197547,1739.32491008024,0,427293.516199065,0.382827630729503,0,1.04998616619017,104.998616619017,6.72784284792032,156.575730337079,74,0.17325,1571.2,64.26,43,2193,6.9,0.61,12,108523.47,351.67,108875.14,73,49.3,1.31,2.8,54.81,7.98,2.41,0,115,0.14,17.08,25,95,25.3,17.2,100,25.332323943662,0,46.2,-2.04,73.1481481481481,16.8,0.863095,2.64575643917269,17.569,26.3,61,74,39.48,16.2,40.2,20.2,67,100,100,100,100,100,88,74,91,47
"70","Guyana",26.9,34.1,44.31875,6.29,0,0.05,0,5.08,7341.05,613.14,0.34,4,83,70,10.8,0.3,299.98,0.78,2.02892617449664,1.06,0,0.59,-0.3,2.38,2.54724137931034,72,0,0.554934210526316,0.51,6.79,0.92,613.14,2.11,299.158600469497,-82.4,40,2.11011692683081,3.02829355316046,4.576,0,0,0,0,196850,18.3693167386335,0,2835,3,0.0309928154183046,3.5509271018542,0.132080264160528,86.3601727203454,0.0203200406400813,0.208280416560833,0,0.0404876809753619,10.8225552451105,73.0708661417323,0,368053.486568316,0.0150876301752604,10.9854730124482,0.10497332994666,4.3738887477775,0.363220726441453,5.71512998266898,51,1.41884610516129,1576.68641891892,66.2676774193548,95,560,15.3,4.88,64,210632.19,0,210632.19,45.1656050955414,0,0.29,6.74,5.22,85.12,0.12,0,-34,0,0,14,83,2.3,0.35,100,25.332323943662,62.5,97.4,-0.05,13.0232558139535,0.3,0.605809,-0.0150583835040428,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,4.9,2.8,100,88,100,100,75,100,82,32,85,100
"71","Hong Kong Special Administrative Region of China",38.5232786885246,37.61,0,16731.0132727273,13.5706060606061,7.94425925925926,0,0.25,4607.09,53.67,0,4.32624113475177,81.4008771929824,67.1454545454545,22.22,0.567103825136612,27.1595973154362,2.31398692810458,2.02892617449664,3.68503225806452,189,468.47,-0.109028571428571,0.93,2.54724137931034,64.7667582417582,39.3760810810811,1.98,2.41,4.41,1.49,53.67,4.86,343.242240578675,-46.4463276836158,32.5446327683616,77.6058665786044,52.5772330687518,12.068,0,0,0,0,1042,732.245681381958,2,958,2,0.560625934233219,1877.38031268493,3.6468062016144,5518.2432458196,11.5163147792706,17.274472168906,0,1.68905950095969,1786.20161387381,3637.70225810391,0,616860.446235162,7.24428939092952,0,17.8193832454895,156.344520489146,11022.7127319258,139.292120238554,2,1.8239,1576.68641891892,78.7,80,10590.2111111111,4.80584795321637,3.22445859872611,40.343949044586,1053.71,0,1053.71,0,48.5999456521739,4.59693333333333,14.9130322580645,16,0.37,62.44,0,38,25.2959731543624,0,0,80.2409375,11.4151396648045,0,100,24.62,50,30.4293333333333,-0.617032258064516,0,7.37727272727273,77.7750165173611,1.43727774154212,6.0606,27.2730263157895,47.7872340425532,82,100,25.7,51.5705555555556,21.8405555555556,60.7167630057803,87.5838150289017,67.4219653179191,69.7514450867052,86.635838150289,83.5086705202312,85.1734104046243,71.3236994219653,76.4682080924856,71.9239766081871
"72","Honduras",54.84,48.54,66,12.97,2.31,3.05,0,4.28,5355.17,284.26,17.48,3,90,68,40.81,1,18.71,0.14,0.15,1.31,0.03,0.81,-1,4.1,1.54,42,145.74,1,1.03,5.38,0.11,284.26,0.74,234.511813473519,-11.2,77.8,3.35823372495459,9.56410335251912,3.382,0,0,0.532481,0,111890,30.3691125212262,0,2870,4,0.00135101109769064,22.4416837965859,0.339619268924837,1850.03128072214,0.0893734918223255,1.17079274287246,0.0178746983644651,0.121574760925909,616.110583608902,913.843953883278,0,748247.355495834,0.225757440343194,0,17.8193832454895,57.9587094467781,3.27702803348527,37.9629546876396,66,0.17633,781.71,69.2,71.6473988439306,2202,2.7,0.75,15,112078.1,248.34,112326.44,66,87.27,1.18,5.78,45.69,15,1.44,0,109,0,0.69,20,90,20.8,22.38,100,14.73,50,51.6,-2.34,84.8214285714286,6,1.58169,2.50342502029731,18.277,48.1,66,89,51.66,23.69,50,19.7,74,96,100,99,100,100,86,90,93,100
